itp_id,espece,famille,nom_latin,type_planche,semaine_semis,semaine_plantation,semaine_implantation_debut,semaine_implantation_fin,semaine_recolte,semaine_recolte_fin,duree_recolte,duree_pepiniere,duree_culture,nb_rangs,espacement_cm,esp_rangs_cm,dose_semis,implantation,forcage,zone_climat,contexte_climatique,statut_validation,actif,source_reference,source_url,source_record_id,source_version,source_licence,derniere_revision,commentaire_agronome,notes
Mache-hiver,Mâche,Valerianaceae,Valerianella locusta,Plein champ,49,,,,9,,4,,84,2,30,45,3,Plein champ,,,,a_revoir,t,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15 14:00:05.379,Semis échelonné toutes les 2 semaines pour étaler la récolte. Sol frais et drainé.,"Adapté climat France \\n Source: ITAB, Standard Climat France (Valable 2026)"
Mache-printemps,Mâche,Valerianaceae,Valerianella locusta,Plein champ,10,,,,22,,4,,84,2,30,45,3,Plein champ,,,,a_revoir,t,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15 14:00:05.379,Semis échelonné toutes les 2 semaines pour étaler la récolte. Sol frais et drainé.,"Adapté climat France \\n Source: ITAB, Standard Climat France (Valable 2026)"
EV-Commerce-automne,Mélange,,,Plein champ,36,40,,,48,,4,,84,2,30,45,3.33,Plein champ,,,,a_revoir,t,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15 14:00:05.379,Engrais vert / couvre-sol — semis direct à la volée puis enfouissement avant montée à graines. Améliore la structure du sol.,"Adapté climat France \\n Source: ITAB, Standard Climat France (Valable 2026)"
EV-Mix-Seigle-automne,Mélange,,,Plein champ,33,37,,,45,,4,,84,2,30,45,13,Plein champ,,,,a_revoir,t,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15 14:00:05.379,Engrais vert / couvre-sol — semis direct à la volée puis enfouissement avant montée à graines. Améliore la structure du sol.,"Seigle 8 g/m²  \\n  \\n Vesce 4 g/m²  \\n  \\n Moutarde 0,5 g/m²  \\n  \\n Phacélie 0,5 g/m²"
EV-Mix-Seigle-automne-serre,Mélange,,,Sous abri,38,42,,,50,,4,28,84,2,30,45,13,Sous abri,,,,a_revoir,t,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15 14:00:05.379,Engrais vert / couvre-sol — semis direct à la volée puis enfouissement avant montée à graines. Améliore la structure du sol.,"Seigle 8 g/m²  \\n  \\n Vesce 4 g/m²  \\n  \\n Moutarde 0,5 g/m²  \\n  \\n Phacélie 0,5 g/m²"
EV-Mix-Sorgho-printemps,Mélange,,,Plein champ,16,20,,,28,,4,,84,2,30,45,2.9,Plein champ,,,,a_revoir,t,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15 14:00:05.379,Engrais vert / couvre-sol — semis direct à la volée puis enfouissement avant montée à graines. Améliore la structure du sol.,Sorgo 1 g/m²  \\n  \\n Trèfle 0.375 g/m²  \\n  \\n Mélilot 0.5 g/m²  \\n  \\n Sarrasin 1.25 g/m²
EV-Mix-Sorgho-printemps-serre,Mélange,,,Sous abri,12,16,,,24,,4,28,84,2,30,45,2.9,Sous abri,,,,a_revoir,t,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15 14:00:05.379,Engrais vert / couvre-sol — semis direct à la volée puis enfouissement avant montée à graines. Améliore la structure du sol.,Sorgo 1 g/m²  \\n  \\n Trèfle 0.375 g/m²  \\n  \\n Mélilot 0.5 g/m²  \\n  \\n Sarrasin 1.25 g/m²
Navet-automne,Navet,Brassicaceae,Brassica rapa,Plein champ,32,,,,46,,4,,98,2,20,30,3,Plein champ,,,,a_revoir,t,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15 14:00:05.379,"Semis direct, racine pivot — ne pas repiquer. Éclaircir à 5-8 cm. Récolte 60-80 jours selon variété.","Adapté climat France \\n Source: ITAB, Standard Climat France (Valable 2026)"
Navet-automne-tardive,Navet,Brassicaceae,Brassica rapa,Plein champ,29,,,,43,,4,,98,2,20,30,3,Plein champ,,,,a_revoir,t,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15 14:00:05.379,"Semis direct, racine pivot — ne pas repiquer. Éclaircir à 5-8 cm. Récolte 60-80 jours selon variété.","Adapté climat France \\n Source: ITAB, Standard Climat France (Valable 2026)"
Navet-ete,Navet,Brassicaceae,Brassica rapa,Plein champ,14,,,,28,,4,,98,2,20,30,3,Plein champ,,,,a_revoir,t,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15 14:00:05.379,"Semis direct, racine pivot — ne pas repiquer. Éclaircir à 5-8 cm. Récolte 60-80 jours selon variété.","Adapté climat France \\n Source: ITAB, Standard Climat France (Valable 2026)"
Navet-printemps,Navet,Brassicaceae,Brassica rapa,Plein champ,18,,,,32,,4,,98,2,20,30,3,Plein champ,,,,a_revoir,t,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15 14:00:05.379,"Semis direct, racine pivot — ne pas repiquer. Éclaircir à 5-8 cm. Récolte 60-80 jours selon variété.","Adapté climat France \\n Source: ITAB, Standard Climat France (Valable 2026)"
Navet-printemps-precoce,Navet,Brassicaceae,Brassica rapa,Plein champ,12,,,,26,,4,,98,2,20,30,3,Plein champ,,,,a_revoir,t,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15 14:00:05.379,"Semis direct, racine pivot — ne pas repiquer. Éclaircir à 5-8 cm. Récolte 60-80 jours selon variété.","Adapté climat France \\n Source: ITAB, Standard Climat France (Valable 2026)"
Oignon-automne-serre,Oignon,Alliaceae,Allium cepa,Sous abri,36,40,,,48,,4,28,84,3,18,27,3,Sous abri,,,,a_revoir,t,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15 14:00:05.379,Semis direct ou bulbilles. Rotation 4 ans minimum (Alliacées sensibles à la pourriture blanche).,"Adapté climat France \\n Source: ITAB, Standard Climat France (Valable 2026)"
Oignon-hiver-serre,Oignon,Alliaceae,Allium cepa,Sous abri,49,1,,,9,,4,4,84,3,18,27,3,Sous abri,,,,a_revoir,t,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15 14:00:05.379,Semis direct ou bulbilles. Rotation 4 ans minimum (Alliacées sensibles à la pourriture blanche).,"Adapté climat France \\n Source: ITAB, Standard Climat France (Valable 2026)"
Oignon-printemps,Oignon,Alliaceae,Allium cepa,Plein champ,8,12,,,20,,4,,84,3,18,27,3,Plein champ,,,,a_revoir,t,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15 14:00:05.379,Semis direct ou bulbilles. Rotation 4 ans minimum (Alliacées sensibles à la pourriture blanche).,"Adapté climat France \\n Source: ITAB, Standard Climat France (Valable 2026)"
Oignon-printemps-bulbilles,Oignon,Alliaceae,Allium cepa,Plein champ,10,14,,,22,,4,,84,3,18,27,3,Plein champ,,,,a_revoir,t,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15 14:00:05.379,Semis direct ou bulbilles. Rotation 4 ans minimum (Alliacées sensibles à la pourriture blanche).,"Adapté climat France \\n Source: ITAB, Standard Climat France (Valable 2026)"
Origan,Origan,Lamiaceae,Origanum vulgare,,10,14,,,22,,4,,84,2,40,60,,Plein champ,,,,a_revoir,t,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15 14:00:05.379,"Aromatique semis direct ou godet. Sol drainé, exposition ensoleillée. Récolte échelonnée des feuilles fraîches.","Adapté climat France \\n Source: ITAB, Standard Climat France (Valable 2026)"
Oseille de Guinée (roselle) — antilles,Oseille de Guinée (roselle),Malvaceae,Hibiscus sabdariffa,,26,,,,48,,4,,155,,90,,,,,tropical_antilles,,a_revoir,t,,,,,,,"","Semis en début d'hivernage (fin juin-juillet, sem. 26) : la plante bénéficie des pluies pour sa croissance végétative, puis fleurit à l'entrée du carême quand les jours raccourcissent. Récolte des calices en nov.-déc. (s"
Oseille de Guinée (roselle) — austral,Oseille de Guinée (roselle),Malvaceae,Hibiscus sabdariffa,,46,,,,20,,6,,180,,90,,,,,tropical_austral,,a_revoir,t,,,,,,,"","Semis direct en début de saison chaude et pluvieuse (novembre, S46) pour une croissance végétative maximale pendant l'été austral. La floraison se déclenche naturellement quand les jours raccourcissent (mars-avril) ; réc"
Oseille de Guinée (roselle) — equatorial,Oseille de Guinée (roselle),Malvaceae,Hibiscus sabdariffa,,18,,,,46,,6,,185,,80,,,,,equatorial,,a_revoir,t,,,,,,,"","Culture créole traditionnelle en Guyane. Semis direct en début de grande saison des pluies (mai, ~sem. 18) : la plante fait toute sa croissance végétative pendant l'hivernage. Floraison de jours courts vers oct.-nov., ré"
Panais,Panais,Apiaceae,,Plein champ,14,,,,26,,4,,84,2,25,37,5,Plein champ,,,,a_revoir,t,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15 14:00:05.379,Semis direct uniquement (la racine pivot ne supporte pas le repiquage). Éclaircir à 5 cm sur le rang à 4 vraies feuilles.,"Adapté climat France \\n Source: ITAB, Standard Climat France (Valable 2026)"
Papayer — antilles,Papayer,Caricaceae,Carica papaya,,,22,,,10,,40,,300,,250,,,,,tropical_antilles,,a_revoir,t,,,,,,,"","Semis/repiquage début hivernage (S22) ; premières papayes ~10 mois plus tard, en carême. Cultiver des pieds hermaphrodites ou en mélange pour la pollinisation. Sensible au vent (cyclones) et à l'excès d'eau."
Papayer — austral,Papayer,Caricaceae,Carica papaya,,,40,,,27,,52,,300,,250,,,,,tropical_austral,,a_revoir,t,,,,,,,"","Semis en fin d'hiver austral (sept.) pour repiquage au retour des pluies (oct.-nov.) ; premiers fruits l'été austral suivant, puis récolte continue toute l'année sur pied en production. Renouveler la parcelle tous les 2-"
Papayer — equatorial,Papayer,Caricaceae,Carica papaya,,,15,,,46,,40,,270,,250,,,,,equatorial,,a_revoir,t,,,,,,,"","Semis pépinière fin de petit été de mars (sem.8), repiquage à l'entrée des grandes pluies (sem.15). Récolte continue à partir de ~9 mois. Très sensible à l'excès d'eau au collet (pourritures) : planter sur billon ou butt"
Patate douce — antilles,Patate douce,Convolvulaceae,,,38,,,,4,,4,,135,,35,,,,,tropical_antilles,,a_revoir,t,,,,,,,"","Bouturage en fin d'hivernage (septembre) : la culture profite de l'humidité résiduelle puis grossit et se récolte en carême, où les tubercules se conservent mieux (moins de pourriture). Éviter les excès d'azote qui font "
Patate douce — austral,Patate douce,Convolvulaceae,,,45,45,,,13,,6,,140,,35,,,,,tropical_austral,,a_revoir,t,,,,,,,"","Boutures plantées en début d'été austral (novembre), récolte en fin d'été (mars-avril). Éviter l'excès d'azote qui favorise les fanes au détriment des tubercules. Rustique, tolère la sécheresse une fois installée. Feuill"
Patate douce — equatorial,Patate douce,Convolvulaceae,,,22,22,,,40,,6,,130,,40,,,,,equatorial,,a_revoir,t,,,,,,,"","Plantation en fin de grande saison des pluies (fin mai-juin) pour que la tubérisation se fasse en conditions plus sèches (récolte en octobre, saison sèche). Un excès d'azote ou d'eau favorise le feuillage au détriment de"
Patate-douce-automne,Patate douce,Convolvulaceae,,Plein champ,45,49,,,5,,4,,84,1,50,75,,Plein champ,,,,a_revoir,t,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15 14:00:05.379,"À VALIDER 2026-05-14 : cycle planté S49 → récolté S5 douteux pour patate douce (plante tropicale, besoin chaleur, récolte oct-nov en France).","Adapté climat France \\n Source: ITAB, Standard Climat France (Valable 2026)"
Persil,Persil,Apiaceae,Petroselinum crispum,Plein champ,10,,,,21,,20,,84,3,18,27,,Plein champ,,,,a_revoir,t,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15 14:00:05.379,"Aromatique semis direct ou godet. Sol drainé, exposition ensoleillée. Récolte échelonnée des feuilles fraîches.","Adapté climat France \\n Source: ITAB, Standard Climat France (Valable 2026)"
Petit-pois-printemps,Petit pois,Fabaceae,Pisum sativum,Plein champ,10,,,,22,,4,,84,3,15,22,50,Plein champ,,,,a_revoir,t,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15 14:00:05.379,"Semis direct dense, tuteurer les variétés grimpantes. Fixateur d'azote — bénéfique en rotation après légume-feuille.","Adapté climat France \\n Source: ITAB, Standard Climat France (Valable 2026)"
EV-Phacelie-automne,Phacélie,Hydrophyllaceae,,,32,,,,44,,4,,84,2,30,45,1,Plein champ,,,,a_revoir,t,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15 14:00:05.379,Engrais vert / couvre-sol — semis direct à la volée puis enfouissement avant montée à graines. Améliore la structure du sol.,"Adapté climat France \\n Source: ITAB, Standard Climat France (Valable 2026)"
Physalis,Physalis,Solanaceae,,Plein champ,10,14,,,22,,4,,84,2,30,45,,Plein champ,,,,a_revoir,t,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15 14:00:05.379,"Plant repiqué après gelées. Sol > 18 °C, exposition plein sud. Tuteur recommandé pour variétés à gros fruits.","Adapté climat France \\n Source: ITAB, Standard Climat France (Valable 2026)"
Piment antillais — antilles,Piment antillais,Solanaceae,Capsicum chinense,,,6,,,24,,20,,120,,60,,,,,tropical_antilles,,a_revoir,t,,,,,,,"","Semis en pépinière en carême (février), repiquage après les premières pluies ; production longue s'étendant sur l'hivernage et au-delà. Surveiller mouches des fruits et anthracnose en saison humide."
Piment antillais — equatorial,Piment antillais,Solanaceae,Capsicum chinense,,,12,,,25,,30,,100,,60,,,,,equatorial,,a_revoir,t,,,,,,,"","Semis en pépinière en février, repiquage vers mars sur sol drainant ; récolte étalée à partir de mai et sur plus de six mois, la plante restant productive plusieurs saisons. Surveiller la mouche des fruits et les puceron"
Poireau-automne,Poireau,Alliaceae,Allium porrum,Plein champ,31,35,,,43,,4,,84,2,20,30,,Plein champ,,,,a_revoir,t,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15 14:00:05.379,Plant repiqué en pépinière 6-8 semaines puis transplanté. Buttage régulier pour blanchir le fût.,"Adapté climat France \\n Source: ITAB, Standard Climat France (Valable 2026)"
Poireau-printemps,Poireau,Alliaceae,Allium porrum,,8,12,,,20,,4,,84,2,20,30,,Plein champ,,,,a_revoir,t,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15 14:00:05.379,Plant repiqué en pépinière 6-8 semaines puis transplanté. Buttage régulier pour blanchir le fût.,"Adapté climat France \\n Source: ITAB, Standard Climat France (Valable 2026)"
Poireau-printemps-precoce,Poireau,Alliaceae,Allium porrum,Plein champ,7,11,,,19,,4,,84,2,20,30,,Plein champ,,,,a_revoir,t,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15 14:00:05.379,Plant repiqué en pépinière 6-8 semaines puis transplanté. Buttage régulier pour blanchir le fût.,"Adapté climat France \\n Source: ITAB, Standard Climat France (Valable 2026)"
Poireau-printemps-tardive,Poireau,Alliaceae,Allium porrum,Plein champ,12,16,,,24,,4,,84,2,20,30,,Plein champ,,,,a_revoir,t,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15 14:00:05.379,Plant repiqué en pépinière 6-8 semaines puis transplanté. Buttage régulier pour blanchir le fût.,"Adapté climat France \\n Source: ITAB, Standard Climat France (Valable 2026)"
Pois-hiver,Pois,Fabaceae,Pisum sativum,Plein champ,42,,,,2,,4,,84,3,15,22,50,Plein champ,,,,a_revoir,t,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15 14:00:05.379,"Corrigé 2026-05-14 (audit Marc) : récolte était S2, aberrant. Pois d'hiver semés oct → récolte avril-mai (variétés 'Iris', 'Douce Provence').","Adapté climat France \\n Source: ITAB, Standard Climat France (Valable 2026)"
Pois-printemps,Pois,Fabaceae,Pisum sativum,Plein champ,7,,,,19,,4,,84,3,15,22,50,Plein champ,,,,a_revoir,t,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15 14:00:05.379,"Semis direct dense, tuteurer les variétés grimpantes. Fixateur d'azote — bénéfique en rotation après légume-feuille.","Adapté climat France \\n Source: ITAB, Standard Climat France (Valable 2026)"
Pois d'Angole — antilles,Pois d'Angole,Fabaceae,Cajanus cajan,,,26,,,2,,8,,200,,100,,,,,tropical_antilles,,a_revoir,t,,,,,,,"","Semis en hivernage (juillet) pour un développement végétatif sous les pluies ; floraison et gousses en carême (récolte de Noël/janvier, période traditionnelle). Légumineuse fixatrice, peu exigeante, idéale en bordure et "
Pois d'Angole — austral,Pois d'Angole,Fabaceae,Cajanus cajan,,,48,,,24,,10,,180,,100,,,,,tropical_austral,,a_revoir,t,,,,,,,"",Semis en été austral (novembre-décembre). Floraison en jours courts : récolte des pois frais en hiver austral (juin-août). Légumineuse qui enrichit le sol et sert de haie/brise-vent. Rabattre après récolte pour relancer
Pois d'Angole — equatorial,Pois d'Angole,Fabaceae,Cajanus cajan,,,48,,,30,,12,,230,,100,,,,,equatorial,,a_revoir,t,,,,,,,"","Semis au retour des pluies (décembre) ; floraison puis récolte des gousses vertes vers juillet-août, la maturation des graines profitant du temps plus sec. Rustique, tolère la sécheresse et les sols pauvres ; peut être r"
Poivron-printemps,Poivron,Solanaceae,Capsicum annuum,,6,10,,,18,,4,,84,1,57,85,,Plein champ,,,,a_revoir,t,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15 14:00:05.379,"Plant repiqué après gelées. Sol > 18 °C, exposition plein sud. Tuteur recommandé pour variétés à gros fruits.","Adapté climat France \\n Source: ITAB, Standard Climat France (Valable 2026)"
Poivron-printemps-serre,Poivron,Solanaceae,Capsicum annuum,Sous abri,6,10,,,18,,4,28,84,1,57,85,,Sous abri,,,,a_revoir,t,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15 14:00:05.379,"Plant repiqué après gelées. Sol > 18 °C, exposition plein sud. Tuteur recommandé pour variétés à gros fruits.","Adapté climat France \\n Source: ITAB, Standard Climat France (Valable 2026)"
Poivron-piment-printemps,Poivron piment,Solanaceae,,Plein champ,10,14,,,22,,4,,84,1,50,75,,Plein champ,,,,a_revoir,t,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15 14:00:05.379,"Plant repiqué après gelées. Sol > 18 °C, exposition plein sud. Tuteur recommandé pour variétés à gros fruits.","Adapté climat France \\n Source: ITAB, Standard Climat France (Valable 2026)"
Poivron-piment-printemps-serre,Poivron piment,Solanaceae,,Sous abri,7,11,,,19,,4,28,84,1,50,75,,Sous abri,,,,a_revoir,t,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15 14:00:05.379,"Plant repiqué après gelées. Sol > 18 °C, exposition plein sud. Tuteur recommandé pour variétés à gros fruits.","Adapté climat France \\n Source: ITAB, Standard Climat France (Valable 2026)"
Pomme-de-terre-ete,Pomme de terre,Solanaceae,Solanum tuberosum,Plein champ,16,20,,,28,,4,,84,1,44,66,150,Plein champ,,,,a_revoir,t,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15 14:00:05.379,"Plantation des tubercules à 10 cm de profondeur, en lignes espacées de 70 cm. Buttage à 30 cm de hauteur.","Adapté climat France \\n Source: ITAB, Standard Climat France (Valable 2026)"
Pomme-de-terre-printemps-hative,Pomme de terre,Solanaceae,Solanum tuberosum,Plein champ,12,16,,,24,,4,,84,1,44,66,150,Plein champ,,,,a_revoir,t,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15 14:00:05.379,"Plantation des tubercules à 10 cm de profondeur, en lignes espacées de 70 cm. Buttage à 30 cm de hauteur.","Adapté climat France \\n Source: ITAB, Standard Climat France (Valable 2026)"
Potimarron,Potimarron,Cucurbitaceae,Cucurbita maxima,,16,20,,,28,,4,,84,2,30,45,,Plein champ,,,,a_revoir,t,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15 14:00:05.379,"Semis sous abri 6-8 semaines avant plantation. Sol > 18 °C, paillage chaud (BRF, plastique noir). Sensible au mildiou.","Adapté climat France \\n Source: ITAB, Standard Climat France (Valable 2026)"
Potiron,Potiron,Cucurbitaceae,Cucurbita pepo,Plein champ,16,20,,,28,,4,,84,1,141,211,,Plein champ,,,,a_revoir,t,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15 14:00:05.379,"Semis sous abri 6-8 semaines avant plantation. Sol > 18 °C, paillage chaud (BRF, plastique noir). Sensible au mildiou.","Adapté climat France \\n Source: ITAB, Standard Climat France (Valable 2026)"
Radis-automne,Radis,Brassicaceae,Raphanus sativus,Plein champ,32,,,,40,,4,,56,3,11,16,10,Plein champ,,,,a_revoir,t,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15 14:00:05.379,Semis échelonné toutes les 2 semaines pour étaler la récolte. Sol frais et drainé.,"Adapté climat France \\n Source: ITAB, Standard Climat France (Valable 2026)"
Radis-ete,Radis,Brassicaceae,Raphanus sativus,Plein champ,18,,,,26,,4,,56,3,11,16,10,Plein champ,,,,a_revoir,t,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15 14:00:05.379,Semis échelonné toutes les 2 semaines pour étaler la récolte. Sol frais et drainé.,"Adapté climat France \\n Source: ITAB, Standard Climat France (Valable 2026)"
Radis-printemps,Radis,Brassicaceae,Raphanus sativus,Plein champ,12,,,,20,,4,,56,3,11,16,10,Plein champ,,,,a_revoir,t,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15 14:00:05.379,Semis échelonné toutes les 2 semaines pour étaler la récolte. Sol frais et drainé.,"Adapté climat France \\n Source: ITAB, Standard Climat France (Valable 2026)"
Radis-printemps-serre,Radis,Brassicaceae,Raphanus sativus,Sous abri,10,,,,18,,4,,56,3,11,16,10,Plein champ,,,,a_revoir,t,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15 14:00:05.379,Semis échelonné toutes les 2 semaines pour étaler la récolte. Sol frais et drainé.,"Adapté climat France \\n Source: ITAB, Standard Climat France (Valable 2026)"
Radis-noir-automne,Radis noir,Brassicaceae,,Plein champ,31,,,,39,,4,,56,2,22,33,10,Plein champ,,,,a_revoir,t,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15 14:00:05.379,Semis échelonné toutes les 2 semaines pour étaler la récolte. Sol frais et drainé.,"Adapté climat France \\n Source: ITAB, Standard Climat France (Valable 2026)"
Ramboutan — equatorial,Ramboutan,Sapindaceae,Nephelium lappaceum,,,15,,,48,,10,,1460,,900,,,,,equatorial,,a_revoir,t,,,,,,,"","Contrairement au letchi et au longane, qui exigent un hiver frais et sec (absent en Guyane) pour fleurir, le ramboutan est un vrai équatorial qui fructifie sans froid : c'est LE Sapindaceae à privilégier ici. Récolte pri"
Ricin,Ricin,Euphorbiaceae,Ricinus communis,,10,14,,,22,,4,,84,1,100,150,,Plein champ,,,,a_revoir,t,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15 14:00:05.379,Plante toxique (ricine) — usage uniquement ornemental ou comme répulsif. NE PAS consommer ni laisser à portée d'enfants.,"Adapté climat France \\n Source: ITAB, Standard Climat France (Valable 2026)"
Roquette,Roquette,Brassicaceae,Eruca sativa,Plein champ,10,,,,22,,4,,84,3,14,21,2,Plein champ,,,,a_revoir,t,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15 14:00:05.379,Semis échelonné toutes les 2 semaines pour étaler la récolte. Sol frais et drainé.,"Adapté climat France \\n Source: ITAB, Standard Climat France (Valable 2026)"
Salsifis,Salsifis,Asteraceae,,Plein champ,12,,,,24,,4,,84,2,22,33,5,Plein champ,,,,a_revoir,t,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15 14:00:05.379,Semis direct uniquement (la racine pivot ne supporte pas le repiquage). Éclaircir à 5 cm sur le rang à 4 vraies feuilles.,"Adapté climat France \\n Source: ITAB, Standard Climat France (Valable 2026)"
Sarriette,Sarriette,Lamiaceae,Satureja hortensis,Sous abri,12,16,,,24,,4,28,84,2,31,46,,Sous abri,,,,a_revoir,t,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15 14:00:05.379,"Aromatique semis direct ou godet. Sol drainé, exposition ensoleillée. Récolte échelonnée des feuilles fraîches.","Adapté climat France \\n Source: ITAB, Standard Climat France (Valable 2026)"
Souci-automne,Souci,Asteraceae,Calendula officinalis,,36,,,,48,,4,,84,2,31,46,,Plein champ,,,,a_revoir,t,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15 14:00:05.379,"Fleur compagne — semis direct ou godet selon espèce. Attire les pollinisateurs, fait office de plante-piège pour les pucerons.","Adapté climat France \\n Source: ITAB, Standard Climat France (Valable 2026)"
Souci-printemps,Souci,Asteraceae,Calendula officinalis,,9,,,,21,,4,,84,2,31,46,,Plein champ,,,,a_revoir,t,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15 14:00:05.379,"Fleur compagne — semis direct ou godet selon espèce. Attire les pollinisateurs, fait office de plante-piège pour les pucerons.","Adapté climat France \\n Source: ITAB, Standard Climat France (Valable 2026)"
Tagetes,Tagètes,Asteraceae,Tagetes spp.,,14,,,,26,,4,,84,2,30,45,,Plein champ,,,,a_revoir,t,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15 14:00:05.379,"Fleur compagne — semis direct ou godet selon espèce. Attire les pollinisateurs, fait office de plante-piège pour les pucerons.","Adapté climat France \\n Source: ITAB, Standard Climat France (Valable 2026)"
